Book,Chapter,Section,Text,Title
1,202,2,"[2]
       
ἄλλα δέ σφι ἐξευρῆσθαι δένδρεα καρποὺς τοιούσδε τινὰς φέροντα, τοὺς ἐπείτε ἂν ἐς τὠυτὸ συνέλθωσι κατὰ εἴλας καὶ πῦρ ἀνακαύσωνται κύκλῳ περιιζομένους ἐπιβάλλειν ἐπὶ τὸ πῦρ, ὀσφραινομένους δὲ καταγιζομένου τοῦ καρποῦ τοῦ ἐπιβαλλομένου μεθύσκεσθαι τῇ ὀσμῇ κατά περ Ἕλληνας τῷ οἴνῳ πλεῦνος δὲ ἐπιβαλλομένου τοῦ καρποῦ μᾶλλον μεθύσκεσθαι, ἐς ὃ ἐς ὄρχησίν τε ἀνίστασθαι καὶ ἐς ἀοιδὴν ἀπικνέεσθαι.  τούτων μὲν αὕτη λέγεται δίαιτᾳ εἶναι.",1.202.2
3,122,4,"‘
      [4]
       
σύ νυν ἐμὲ ἐκκομίσας αὐτὸν καὶ χρήματα, τὰ μὲν αὐτῶν αὐτὸς ἔχε, τὰ δὲ ἐμὲ ἔα ἔχειν: εἵνεκέν τε χρημάτων ἄρξεις ἁπάσης τῆς Ἑλλάδος. εἰ δέ μοι ἀπιστέεις τὰ περὶ τῶν χρημάτων, πέμψον ὅστις τοι πιστότατος τυγχάνει ἐών, τῷ ἐγὼ ἀποδέξω.’",3.122.4
4,150,2,"[2]
       
Γρῖννος ὁ Αἰσανίου ἐὼν Ψήρα τούτου ἀπόγονος  καὶ βασιλεύων Θήρης τῆς νήσου ἀπίκετο ἐς Δελφούς, ἄγων ἀπὸ τῆς πόλιος ἑκατόμβην:  εἵποντο   δέ οἱ καὶ ἄλλοι τῶν πολιητέων καὶ δὴ καὶ Βάττος ὁ Πολυμνήστου, ἐὼν γένος Εὐφημίδης τῶν Μινυέων.",4.150.2
2,150,3,"[3]
       
τὰ γὰρ Σαρδαναπάλλου τοῦ Νίνου βασιλέος ἐόντα μεγάλα χρήματα καὶ φυλασσόμενα ἐν θησαυροῖσι καταγαίοισι ἐπενόησαν κλῶπες ἐκφορῆσαι. ἐκ δὴ ὦν τῶν σφετέρων οἰκίων ἀρξάμενοι οἱ κλῶπες ὑπὸ γῆν σταθμεόμενοι ἐς τὰ βασιλήια οἰκία ὤρυσσον, τὸν δὲ χοῦν τὸν ἐκφορεόμενον ἐκ τοῦ ὀρύγματος, ὅκως γένοιτο νύξ, ἐς τὸν Τίγρην ποταμὸν παραρρέοντα τὴν Νίνον ἐξεφόρεον, ἐς ὃ κατεργάσαντο ὅ τι ἐβούλοντο.",2.150.3
6,74,2,"[2]
       
ἐν δὲ ταύτῃ τῇ πόλι λέγεται εἶναι ὑπὸ τῶν Ἀρκάδων τὸ Στυγὸς ὕδωρ, καὶ δὴ καὶ ἔστι τοιόνδε τι: ὕδωρ ὀλίγον φαινόμενον ἐκ πέτρης στάζει ἐς ἄγκος, τὸ δὲ ἄγκος αἱμασιῆς τις περιθέει κύκλος. ἡ δὲ Νώνακρις, ἐν τῇ ἡ πηγὴ αὕτη τυγχάνει ἐοῦσα, πόλις ἐστὶ τῆς Ἀρκαδίης πρὸς Φενεῷ.",6.74.2
4,145,3,"[3]
       
Λακεδαιμόνιοι δὲ ἰδόντες ἄγγελον ἔπεμπον πευσόμενοι τίνες τε καὶ ὁκόθεν εἰσί: οἳ δὲ τῷ ἀγγέλῳ εἰρωτῶντι ἔλεγον ὡς εἴησαν μὲν Μινύαι, παῖδες δὲ εἶεν τῶν ἐν τῇ Ἀργοῖ πλεόντων ἡρώων, προσσχόντας δὲ τούτους ἐς Λῆμνον φυτεῦσαι σφέας.",4.145.3
3,95,2,"[2]
       
τούτων ὦν πάντων συντιθεμένων τὸ πλῆθος Εὐβοϊκὰ τάλαντα συνελέγετο ἐς τὸν ἐπέτειον φόρον Δαρείῳ μύρια καὶ τετρακισχίλια καὶ πεντακόσια καὶ ἑξήκοντα: τὸ δ᾽ ἔτι τούτων ἔλασσον ἀπιεὶς οὐ λέγω.",3.95.2
9,78,2,"[2]
       
‘ὦ παῖ Κλεομβρότου, ἔργον ἔργασταί τοι ὑπερφυὲς μέγαθός τε καὶ κάλλος, καί τοι θεὸς παρέδωκε ῥυσάμενον τὴν Ἑλλάδα κλέος καταθέσθαι μέγιστον Ἑλλήνων τῶν ἡμεῖς ἴδμεν. σὺ δὲ καὶ τὰ λοιπὰ τὰ ἐπὶ τούτοισι ποίησον, ὅκως λόγος τε σὲ ἔχῃ ἔτι μέζων καί τις ὕστερον φυλάσσηται τῶν βαρβάρων μὴ ὑπάρχειν ἔργα ἀτάσθαλα ποιέων ἐς τοὺς Ἕλληνας.
’",9.78.2
9,58,4,"‘
      [4]
       
καὶ τούτων μὲν ἑτέρωθι ἔσται λόγος. νῦν δὲ ἐκείνοισι ταῦτα ποιεῦσι οὐκ ἐπιτρεπτέα ἐστί, ἀλλὰ διωκτέοι εἰσὶ ἐς ὃ καταλαμφθέντες δώσουσι ἡμῖν τῶν δὴ ἐποίησαν Πέρσας πάντων δίκας.’",9.58.4
4,199,2,"[2]
       
συγκεκόμισται τε οὗτος ὁ μέσος καρπὸς καὶ ὁ ἐν τῇ κατυπερτάτῃ τῆς γῆς πεπαίνεταί τε καὶ ὀργᾷ, ὥστε ἐκπέποται τε καὶ καταβέβρωται ὁ πρῶτος καρπὸς καὶ ὁ τελευταῖος συμπαραγίνεται. οὕτω ἐπ᾽ ὀκτὼ μῆνας Κυρηναίους ὀπώρη ἐπέχει.  ταῦτα μέν νυν ἐπὶ τοσοῦτον εἰρήσθω.",4.199.2
1,7,4,"[4]
       
παρὰ τούτων Ἡρακλεῖδαι ἐπιτραφθέντες ἔσχον τὴν ἀρχήν ἐκ θεοπροπίου, ἐκ δούλης τε τῆς Ἰαρδάνου γεγονότες καὶ Ἡρακλέος, ἄρξαντες μὲν ἐπὶ δύο τε καὶ εἴκοσι γενεᾶς ἀνδρῶν ἔτεα πέντε τε καὶ πεντακόσια, παῖς παρὰ πατρὸς ἐκδεκόμενος τὴν ἀρχήν, μέχρι Κανδαύλεω τοῦ Μύρσου.",1.7.4
4,161,3,"[3]
       
οὗτος ὦν ὡνὴρ ἀπικόμενος ἐς τὴν Κυρήνην καὶ μαθὼν ἕκαστα τοῦτο μὲν τριφύλους ἐποίησε σφεας, τῇδε διαθείς: Θηραίων μὲν καὶ τῶν περιοίκων μίαν μοῖραν ἐποίησε, ἄλλην δὲ Πελοποννησίων καὶ Κρητῶν, τρίτην δὲ νησιωτέων πάντων.  τοῦτο δὲ τῷ βασιλέι Βάττῳ τεμένεα ἐξελὼν καὶ ἱρωσύνας, τὰ ἄλλα πάντα τὰ πρότερον εἶχον οἱ βασιλέες ἐς μέσον τῷ δήμῳ ἔθηκε.",4.161.3
3,35,3,"[3]
       
ταῦτα δὲ εἰπόντα καὶ διατείναντα τὸ τόξον βαλεῖν τὸν παῖδα, πεσόντος δὲ τοῦ παιδὸς ἀνασχίζειν αὐτὸν κελεύειν καὶ σκέψασθαι τὸ βλῆμα: ὡς δὲ ἐν τῇ καρδίῃ εὑρεθῆναι ἐνεόντα τὸν ὀιστόν, εἰπεῖν πρὸς τὸν πατέρα τοῦ παιδὸς γελάσαντα καὶ περιχαρέα γενόμενον",3.35.3
7,66,2,"[2]
       
τούτων δὲ ἦρχον οἵδε. Πάρθων μὲν καὶ Χορασμίων Ἀρτάβαζος ὁ Φαρνάκεος, Σόγδων δὲ Ἀζάνης ὁ Ἀρταίου, Γανδαρίων δὲ καὶ Δαδικέων Ἀρτύφιος ὁ Ἀρταβάνου.",7.66.2
1,116,5,"[5]
       
ὁ δὲ ἀγόμενος ἐς τὰς ἀνάγκας οὕτω δὴ ἔφαινε τὸν ἐόντα λόγον: ἀρχόμενος δὲ ἀπ᾽ ἀρχῆς διεξήιε τῇ ἀληθείῃ χρεώμενος, καὶ κατέβαινε ἐς λιτάς τε καὶ συγγνώμην ἑωυτῷ κελεύων ἔχειν αὐτόν.",1.116.5
7,229,2,"[2]
       
εἰ μέν νυν ἢ μοῦνον Ἀριστόδημον ἀλγήσαντα1 ἀπονοστῆσαι ἐς Σπάρτην ἢ καὶ ὁμοῦ σφεων ἀμφοτέρων τὴν κομιδὴν γενέσθαι, δοκέειν ἐμοί, οὐκ ἄν σφι Σπαρτιήτας μῆνιν οὐδεμίαν προσθέσθαι: νυνὶ δὲ τοῦ μὲν αὐτῶν ἀπολομένου, τοῦ δὲ τῆς μὲν αὐτῆς ἐχομένου προφάσιος οὐκ ἐθελήσαντος δὲ ἀποθνήσκειν, ἀναγκαίως σφι ἔχειν μηνῖσαι μεγάλως Ἀριστοδήμῳ.",7.229.2
7,15,2,"‘
      [2]
       
μετὰ μέντοι οὐ πολλὸν χρόνον μετέγνων, ἔγνων δὲ ταῦτα μοι ποιητέα ἐόντα τὰ σὺ ὑπεθήκαο. οὔκων δυνατός τοι εἰμὶ ταῦτα βουλόμενος ποιέειν: τετραμμένῳ γὰρ δὴ καὶ μετεγνωκότι ἐπιφοιτέον ὄνειρον φαντάζεταί μοι οὐδαμῶς συνεπαινέον ποιέειν με ταῦτα: νῦν δὲ καὶ διαπειλῆσαν οἴχεται.
’",7.15.2
1,11,4,"[4]
       
οὔκων δὴ ἔπειθε, ἀλλ᾽ ὥρα ἀναγκαίην ἀληθέως προκειμένην ἢ τὸν δεσπότεα ἀπολλύναι ἢ αὐτὸν ὑπ᾽ ἄλλων ἀπόλλυσθαι: αἱρέεται αὐτὸς περιεῖναι. ἐπειρώτα δὴ λέγων τάδε.  ‘ἐπεί με ἀναγκάζεις δεσπότεα τὸν ἐμὸν κτείνειν οὐκ ἐθέλοντα, φέρε ἀκούσω τέῳ καὶ τρόπῳ ἐπιχειρήσομεν αὐτῷ.’",1.11.4
7,209,2,"[2]
       
ἀπικόμενον δέ μιν εἰρώτα Ξέρξης ἕκαστα τούτων, ἐθέλων μαθεῖν τὸ ποιεύμενον πρὸς τῶν Λακεδαιμονίων. ὁ δὲ εἶπε ‘Ἤκουσας μὲν καὶ πρότερόν μευ, εὖτε ὁρμῶμεν ἐπὶ τὴν Ἑλλάδα, περὶ τῶν ἀνδρῶν τούτων, ἀκούσας δὲ γέλωτά με ἔθευ λέγοντα τῇ περ ὥρων ἐκβησόμενα πρήγματα ταῦτα: ἐμοὶ γὰρ τὴν ἀληθείην ἀσκέειν ἀντία σεῦ βασιλεῦ ἀγὼν μέγιστος ἐστί.
’",7.209.2
3,142,4,"‘
      [4]
       
τοσάδε μέντοι δικαιῶ γέρεα ἐμεωυτῷ γενέσθαι, ἐκ μέν γε τῶν Πολυκράτεος χρημάτων ἐξαίρετα ἓξ τάλαντά μοι γενέσθαι, ἱρωσύνην δὲ πρὸς τούτοισι αἱρεῦμαι αὐτῷ τέ μοι καὶ τοῖσι ἀπ᾽ ἐμεῦ αἰεὶ γινομένοισι τοῦ Διὸς τοῦ ἐλευθερίου: τῷ αὐτός τε ἱρὸν ἱδρυσάμην καὶ τὴν ἐλευθερίην ὑμῖν περιτίθημι.’",3.142.4
9,65,2,"[2]
       
θῶμα δέ μοι ὅκως παρὰ τῆς Δήμητρος τὸ ἄλσος μαχομένων οὐδὲ εἷς ἐφάνη τῶν Περσέων οὔτε ἐσελθὼν ἐς τὸ τέμενος οὔτε ἐναποθανών, περί τε τὸ ἱρὸν οἱ πλεῖστοι ἐν τῷ βεβήλῳ ἔπεσον. δοκέω δέ, εἴ τι περὶ τῶν θείων πρηγμάτων δοκέειν δεῖ, ἡ θεὸς αὐτή σφεας οὐκ ἐδέκετο ἐμπρήσαντας τὸ ἱρὸν τὸ ἐν Ἐλευσῖνι ἀνάκτορον.",9.65.2
8,88,3,"[3]
       
τά τε γὰρ ἄλλα, ὡς εἴρηται, αὐτῇ συνήνεικε ἐς εὐτυχίην γενόμενα, καὶ τὸ τῶν ἐκ τῆς Καλυνδικῆς νεὸς μηδένα ἀποσωθέντα κατήγορον γενέσθαι. Ξέρξην δὲ εἰπεῖν λέγεται πρὸς τὰ φραζόμενα ‘οἱ μὲν ἄνδρες γεγόνασί μοι γυναῖκες, αἱ δὲ γυναῖκες ἄνδρες.’ ταῦτα μὲν Ξέρξην φασὶ εἰπεῖν.",8.88.3
3,106,3,"[3]
       
τὰ δὲ δένδρεα τὰ ἄγρια αὐτόθι φέρει καρπὸν εἴρια καλλονῇ τε προφέροντα καὶ ἀρετῇ τῶν ἀπὸ τῶν ὀίων: καὶ ἐσθῆτι Ἰνδοὶ ἀπὸ τούτων τῶν δενδρέων χρέωνται.",3.106.3
7,224,2,"[2]
       
καὶ δὴ Περσέων πίπτουσι ἐνθαῦτα ἄλλοι τε πολλοὶ καὶ ὀνομαστοί, ἐν δὲ δὴ καὶ Δαρείου δύο παῖδες Ἀβροκόμης τε καὶ Ὑπεράνθης, ἐκ τῆς Ἀρτάνεω θυγατρὸς Φραταγούνης γεγονότες Δαρείῳ. ὁ δὲ Ἀρτάνης Δαρείου μὲν τοῦ βασιλέος ἦν ἀδελφεός, Ὑστάσπεος δὲ τοῦ Ἀρσάμεος παῖς: ὃς καὶ ἐκδιδοὺς τὴν θυγατέρα Δαρείῳ τὸν οἶκον πάντα τὸν ἑωυτοῦ ἐπέδωκε, ὡς μούνης οἱ ἐούσης ταύτης τέκνου.",7.224.2
4,119,3,"‘
      [3]
       
νῦν δὲ ὑμεῖς τε ἐς τὴν ἐκείνων ἐσβαλόντες γῆν ἄνευ ἡμέων ἐπεκρατέετε Περσέων ὅσον χρόνον ὑμῖν ὁ θεὸς παρεδίδου, καὶ ἐκεῖνοι, ἐπεί σφεας ὡυτὸς θεὸς ἐγείρει, τὴν ὁμοίην ὑμῖν ἀποδιδοῦσι.
’",4.119.3
1,216,4,"[4]
       
γαλακτοπόται δ᾽ εἰσί.  θεῶν δὲ μοῦνον ἥλιον  σέβονται, τῷ θύουσι ἵππους.  νόος δὲ οὗτος τῆς θυσίης: τῶν θεῶν τῷ ταχίστῳ πάντων τῶν θνητῶν τὸ τάχιστον δατέονται.",1.216.4
2,174,2,"[2]
       
ἐπείτε δὲ καὶ ἐβασίλευσε, ἐποίησε τοιάδε: ὅσοι μὲν αὐτὸν τῶν θεῶν ἀπέλυσαν μὴ φῶρα εἶναι, τούτων μὲν τῶν ἱρῶν οὔτε ἐπεμέλετο οὔτε ἐς ἐπισκευὴν ἐδίδου οὐδέν, οὐδὲ φοιτέων ἔθυε ὡς οὐδενὸς ἐοῦσι ἀξίοισι ψευδέα τε μαντήια ἐκτημένοισι: ὅσοι δέ μιν κατέδησαν φῶρα εἶναι, τούτων δὲ ὡς ἀληθέων θεῶν ἐόντων καὶ ἀψευδέα μαντήια παρεχομένων τὰ μάλιστα ἐπεμέλετο.",2.174.2
2,73,4,"[4]
       
κομίζειν δὲ οὕτω: πρῶτον τῆς σμύρνης ᾠὸν πλάσσειν ὅσον τε δυνατός ἐστι φέρειν, μετὰ δὲ πειρᾶσθαι αὐτὸ φορέοντα, ἐπεὰν δὲ ἀποπειρηθῇ, οὕτω δὴ κοιλήναντα τὸ ᾠὸν τὸν πατέρα ἐς αὐτὸ ἐντιθέναι, σμύρνῃ δὲ ἄλλῃ ἐμπλάσσειν τοῦτο κατ᾽ ὅ τι τοῦ ᾠοῦ ἐκκοιλήνας ἐνέθηκε τὸν πατέρα: ἐσκειμένου δὲ τοῦ πατρὸς γίνεσθαι τὠυτὸ βάρος: ἐμπλάσαντα δὲ κομίζειν μιν ἐπ᾽ Αἰγύπτου ἐς τοῦ Ἡλίου τὸ ἱρόν. ταῦτα μὲν τοῦτον τὸν ὄρνιν λέγουσι ποιέειν.",2.73.4
1,32,6,"‘
      [6]
       
ὁ μὲν δὴ μέγα πλούσιος ἀνόλβιος δὲ δυοῖσι προέχει τοῦ εὐτυχέος μοῦνον, οὗτος δὲ τοῦ πλουσίου καὶ ἀνόλβου πολλοῖσι: ὃ μὲν ἐπιθυμίην ἐκτελέσαι καί ἄτην μεγάλην προσπεσοῦσαν ἐνεῖκαι δυνατώτερος, ὁ δὲ τοῖσιδε προέχει ἐκείνου: ἄτην μὲν καὶ ἐπιθυμίην οὐκ ὁμοίως δυνατὸς ἐκείνῳ ἐνεῖκαι, ταῦτα δὲ ἡ εὐτυχίη οἱ ἀπερύκει, ἄπηρος δὲ ἐστί, ἄνουσος, ἀπαθὴς κακῶν, εὔπαις, εὐειδής.
’",1.32.6
2,116,3,"[3]
       
ἐπιμέμνηται δὲ αὐτοῦ ἐν Διομήδεος ἀριστείῃ: λέγει δὲ τὰ ἔπεα ὧδε.“ἔνθ᾽ ἔσαν οἱ πέπλοι παμποίκιλοι, ἔργα γυναικῶν

Σιδονίων, τὰς αὐτὸς Ἀλέξανδρος θεοειδής

ἤγαγε Σιδονίηθεν, ἐπιπλὼς εὐρέα πόντον,

τὴν ὁδὸν ἣν Ἑλένην περ ἀνήγαγεν εὐπατέρειαν.
” homer, Iliad, 6.289-292",2.116.3
9,89,4,"[4]
       
ταῦτα δὲ εἴπας ἀπήλαυνε σπουδῇ τὴν στρατιὴν διὰ Θεσσαλίης τε καὶ Μακεδονίης ἰθὺ τῆς Θρηίκης, ὡς ἀληθέως ἐπειγόμενος, καὶ τὴν μεσόγαιαν τάμνων τῆς ὁδοῦ. καὶ ἀπικνέεται ἐς Βυζάντιον, καταλιπὼν τοῦ στρατοῦ τοῦ ἑωυτοῦ συχνοὺς ὑπὸ Θρηίκων κατακοπέντας κατ᾽ ὁδὸν καὶ λιμῷ συστάντας καὶ καμάτῳ: ἐκ Βυζαντίου δὲ διέβη πλοίοισι. οὗτος μὲν οὕτω ἀπενόστησε ἐς τὴν Ἀσίην.",9.89.4
1,16,2,"[2]
       
οὗτος δὲ Κυαξάρῃ τε τῷ Δηιόκεω ἀπογόνῳ ἐπολέμησε καὶ Μήδοισι, Κιμμερίους τε ἐκ τῆς Ἀσίης ἐξήλασε, Σμύρνην τε τὴν ἀπὸ Κολοφῶνος  κτισθεῖσαν εἷλε, ἐς Κλαζομενάς τε ἐσέβαλε.  ἀπὸ μέν νυν τούτων οὐκ ὡς ἤθελε ἀπήλλαξε, ἀλλὰ προσπταίσας μεγάλως: ἄλλα δὲ ἔργα ἀπεδέξατο ἐὼν ἐν τῇ ἀρχῇ ἀξιαπηγητότατα τάδε.",1.16.2
7,9,2,"‘
      [2]
       
καὶ γὰρ δεινὸν ἂν εἴη πρῆγμα, εἰ Σάκας μὲν καὶ Ἰνδοὺς καὶ Αἰθίοπάς τε καὶ Ἀσσυρίους ἄλλα τε ἔθνεα πολλὰ καὶ μεγάλα ἀδικήσαντα Πέρσας οὐδέν, ἀλλὰ δύναμιν προσκτᾶσθαι βουλόμενοι, καταστρεψάμενοι δούλους ἔχομεν, Ἕλληνας δὲ ὑπάρξαντας ἀδικίης οὐ τιμωρησόμεθα:’",7.9.2
8,3,2,"[2]
       
ἐπιστάμενοι ὦν αὐτὸ τοῦτο οὐκ ἀντέτεινον ἀλλ᾽ εἶκον, μέχρι ὅσου κάρτα ἐδέοντο αὐτῶν, ὡς διέδεξαν: ὡς γὰρ δὴ ὠσάμενοι τὸν Πέρσην περὶ τῆς ἐκείνου ἤδη τὸν ἀγῶνα ἐποιεῦντο, πρόφασιν τὴν Παυσανίεω ὕβριν προϊσχόμενοι ἀπείλοντο τὴν ἡγεμονίην τοὺς Λακεδαιμονίους. ἀλλὰ ταῦτα μὲν ὕστερον ἐγένετο.",8.3.2
8,132,3,"[3]
       
τὸ γὰρ προσωτέρω πᾶν δεινὸν ἦν τοῖσι Ἕλλησι οὔτε τῶν χώρων ἐοῦσι ἐμπείροισι, στρατιῆς τε πάντα πλέα ἐδόκεε εἶναι, τὴν δὲ Σάμον ἐπιστέατο δόξῃ καὶ Ἡρακλέας στήλας ἴσον ἀπέχειν. συνέπιπτε δὲ τοιοῦτο ὥστε τοὺς μὲν βαρβάρους τὸ πρὸς ἑσπέρης ἀνωτέρω Σάμου μὴ τολμᾶν καταπλῶσαι καταρρωδηκότας, τοὺς δὲ Ἕλληνας, χρηιζόντων Χίων, τὸ πρὸς τὴν ἠῶ κατωτέρω Δήλου: οὕτω δέος τὸ μέσον ἐφύλασσε σφέων.",8.132.3
2,172,2,"[2]
       
τὰ μὲν δὴ πρῶτα κατώνοντο τὸν Ἄμασιν Αἰγύπτιοι καὶ ἐν οὐδεμιῇ μοίρῃ μεγάλῃ ἦγον ἅτε δὴ δημότην τὸ πρὶν ἐόντα καὶ οἰκίης οὐκ ἐπιφανέος: μετὰ δὲ σοφίῃ αὐτοὺς ὁ Ἄμασις, οὐκ ἀγνωμοσύνῃ προσηγάγετο.",2.172.2
4,90,2,"[2]
       
ὁδὸς δ᾽   ἐπ᾽ αὐτάς ἐστι ἴση ἐξ Ἡραίου τε πόλιος τῆς παρὰ   Περίνθῳ καὶ ἐξ Ἀπολλωνίης τῆς ἐν τῷ Εὐξείνῳ  πόντῳ, δυῶν ἡμερέων ἑκατέρη.  ἐκδιδοῖ δὲ ὁ Τέαρος οὗτος ἐς τὸν Κοντάδεσδον ποταμόν, ὁ δὲ   Κοντάδεσδος ἐς τὸν Ἀγριάνην, ὁ δὲ Ἀγριάνης ἐς   τὸν Ἕβρον, ὁ δὲ ἐς θάλασσαν τὴν παρ᾽ Αἴνῳ  πόλι.",4.90.2
8,144,5,"‘
      [5]
       
ὡς γὰρ ἡμεῖς εἰκάζομεν, οὐκ ἑκὰς χρόνου παρέσται ὁ βάρβαρος ἐσβαλὼν ἐς τὴν ἡμετέρην, ἀλλ᾽ ἐπειδὰν τάχιστα πύθηται τὴν ἀγγελίην ὅτι οὐδὲν ποιήσομεν τῶν ἐκεῖνος ἡμέων προσεδέετο. πρὶν ὦν παρεῖναι ἐκεῖνον ἐς τὴν Ἀττικήν, ἡμέας καιρός ἐστι προβοηθῆσαι ἐς τὴν Βοιωτίην.’ οἳ μὲν ταῦτα ὑποκριναμένων Ἀθηναίων ἀπαλλάσσοντο ἐς Σπάρτην.",8.144.5
5,106,6,"‘
      [6]
       
ταῦτα δὲ κατὰ νόον τὸν σὸν ποιήσας, θεοὺς ἐπόμνυμι τοὺς βασιληίους μὴ μὲν πρότερον ἐκδύσασθαι τὸν ἔχων κιθῶνα καταβήσομαι ἐς Ἰωνίην, πρὶν ἄν τοι Σαρδὼ νῆσον τὴν μεγίστην δασμοφόρον ποιήσω.’",5.106.6
7,160,2,"‘
      [2]
       
ὅκου δὲ ὑμεῖς οὕτω περιέχεσθε τῆς ἡγεμονίης, οἰκὸς καὶ ἐμὲ μᾶλλον ὑμέων περιέχεσθαι, στρατιῆς τε ἐόντα πολλαπλησίης ἡγεμόνα καὶ νεῶν πολλὸν πλεύνων. ἀλλ᾽ ἐπείτε ὑμῖν ὁ λόγος οὕτω προσάντης κατίσταται, ἡμεῖς τι ὑπείξομεν τοῦ ἀρχαίου λόγου: εἰ τοῦ μὲν πεζοῦ ὑμεῖς ἡγέοισθε, τοῦ δὲ ναυτικοῦ ἐγώ. εἰ δὲ ὑμῖν ἡδονὴ τοῦ κατὰ θάλασσαν ἡγεμονεύειν, τοῦ πεζοῦ ἐγὼ θέλω. καὶ ἢ τούτοισι ὑμέας χρεόν ἐστι ἀρέσκεσθαι ἢ ἀπιέναι συμμάχων τοιῶνδε ἐρήμους.’",7.160.2
4,69,2,"[2]
       
πολλοὶ μὲν δὴ συγκατακαίονται τοῖσι μάντισι βόες, πολλοὶ δὲ περικεκαυμένοι ἀποφεύγουσι, ἐπεὰν αὐτῶν ὁ ῥυμὸς κατακαυθῇ.  κατακαίουσι δὲ τρόπῳ τῷ εἰρημένω καὶ δι᾽ ἄλλας αἰτίας τοὺς μάντιας, ψευδομάντιας καλέοντες.",4.69.2
9,109,3,"[3]
       
Ξέρξης δὲ παντοῖος ἐγίνετο οὐ βουλόμενος δοῦναι, κατ᾽ ἄλλο μὲν οὐδέν, φοβεόμενος δὲ Ἄμηστριν, μὴ καὶ πρὶν κατεικαζούσῃ τὰ γινόμενα οὕτω ἐπευρεθῇ πρήσσων: ἀλλὰ πόλις τε ἐδίδου καὶ χρυσὸν ἄπλετον καὶ στρατόν, τοῦ ἔμελλε οὐδεὶς ἄρξειν ἀλλ᾽ ἢ ἐκείνη. Περσικὸν δὲ κάρτα ὁ στρατὸς δῶρον. ἀλλ᾽ οὐ γὰρ ἔπειθε, διδοῖ τὸ φᾶρος. ἣ δὲ περιχαρὴς ἐοῦσα τῷ δώρῳ ἐφόρεέ τε καὶ ἀγάλλετο.",9.109.3
3,31,6,"[6]
       
τότε μὲν δὴ ὁ Καμβύσης ἔγημε τὴν ἐρωμένην, μετὰ μέντοι οὐ πολλὸν χρόνον ἔσχε ἄλλην ἀδελφεήν.  τουτέων δῆτα τὴν νεωτέρην ἐπισπομένην οἱ ἐπ᾽ Αἴγυπτον κτείνει.",3.31.6
4,44,3,"[3]
       
μετὰ δὲ τούτους περιπλώσαντας Ἰνδούς τε κατεστρέψατο Δαρεῖος καὶ τῇ θαλάσσῃ ταύτῃ ἐχρᾶτο. οὕτω καὶ τῆς Ἀσίης, πλὴν τὰ πρὸς ἥλιον ἀνίσχοντα, τὰ ἄλλα ἀνεύρηται ὃμοια παρεχομένη τῇ Λιβύῃ.",4.44.3
3,138,2,"[2]
       
Γίλλος δὲ αἱρέεται κάτοδόν οἱ ἐς Τάραντα γενέσθαι, προαπηγησάμενος τὴν συμφορήν: ἵνα δὲ μὴ συνταράξῃ τὴν Ἑλλάδα, ἢν δι᾽ αὐτὸν στόλος μέγας πλέῃ ἐπὶ τὴν Ἰταλίην, Κνιδίους μούνους ἀποχρᾶν οἱ ἔφη τοὺς κατάγοντας γίνεσθαι, δοκέων ἀπὸ τούτων ἐόντων τοῖσι Ταραντίνοισι φίλων μάλιστα τὴν κάτοδόν οἱ ἔσεσθαι.",3.138.2
5,83,2,"[2]
       
ἅτε δὲ ἐόντες διάφοροι ἐδηλέοντο αὐτούς, ὥστε θαλασσοκράτορες ἐόντες, καὶ δὴ καὶ τὰ ἀγάλματα ταῦτα τῆς τε Δαμίης καὶ τῆς Αὐξησίης ὑπαιρέονται αὐτῶν, καί σφεα ἐκόμισάν τε καὶ ἱδρύσαντο τῆς σφετέρης χώρης ἐς τὴν μεσόγαιαν, τῇ Οἴη μὲν ἐστὶ οὔνομα, στάδια δὲ μάλιστά κῃ ἀπὸ τῆς πόλιος ὡς εἴκοσι ἀπέχει.",5.83.2
5,92G,2,"[2]
       
πέμψαντι γάρ οἱ ἐς Θεσπρωτοὺς ἐπ᾽ Ἀχέροντα ποταμὸν ἀγγέλους ἐπὶ τὸ νεκυομαντήιον παρακαταθήκης πέρι ξεινικῆς οὔτε σημανέειν ἔφη ἡ Μέλισσα ἐπιφανεῖσα οὔτε κατερέειν ἐν τῷ κέεται χώρῳ ἡ παρακαταθήκη: ῥιγοῦν τε γὰρ καὶ εἶναι γυμνή: τῶν γάρ οἱ συγκατέθαψε ἱματίων ὄφελος εἶναι οὐδὲν οὐ κατακαυθέντων: μαρτύριον δέ οἱ εἶναι ὡς ἀληθέα ταῦτα λέγει, ὅτι ἐπὶ ψυχρὸν τὸν ἰπνὸν Περίανδρος τοὺς ἄρτους ἐπέβαλε.",5.92G.2
2,125,5,"[5]
       
ἐξεποιήθη δ᾽ ὦν τὰ ἀνώτατα αὐτῆς πρῶτα, μετὰ δὲ τὰ ἐχόμενα τούτων ἐξεποίευν, τελευταῖα δὲ αὐτῆς τὰ ἐπίγαια καὶ τὰ κατωτάτω ἐξεποίησαν.",2.125.5
